    0.1000000000D-05    0.7051010225D-11
    0.1000000000D-05    0.7051019644D-11
    0.1000000000D-05    0.7051029044D-11
    0.1000000000D-05    0.7051038426D-11
    0.1000000000D-05    0.7051047789D-11
    0.1000000000D-05    0.7051057134D-11
    0.1000000000D-05    0.7051066459D-11
    0.1000000000D-05    0.7051075767D-11
    0.1000000000D-05    0.7051085055D-11
    0.1000000000D-05    0.7051094325D-11
    0.1000000000D-05    0.7051103576D-11
    0.1000000000D-05    0.7051112809D-11
    0.1000000000D-05    0.7051122023D-11
    0.1000000000D-05    0.7051131219D-11
    0.1000000000D-05    0.7051140397D-11
    0.1000000000D-05    0.7051149556D-11
    0.1000000000D-05    0.7051158696D-11
    0.1000000000D-05    0.7051167818D-11
    0.1000000000D-05    0.7051176922D-11
    0.1000000000D-05    0.7051186007D-11
    0.1000000000D-05    0.7051195074D-11
    0.1000000000D-05    0.7051204123D-11
    0.1000000000D-05    0.7051213154D-11
    0.1000000000D-05    0.7051222166D-11
    0.1000000000D-05    0.7051231160D-11
    0.1000000000D-05    0.7051240136D-11
    0.1000000000D-05    0.7051249094D-11
    0.1000000000D-05    0.7051258034D-11
    0.1000000000D-05    0.7051266956D-11
    0.1000000000D-05    0.7051275859D-11
    0.1000000000D-05    0.7051284745D-11
    0.1000000000D-05    0.7051293613D-11
    0.1000000000D-05    0.7051302462D-11
    0.1000000000D-05    0.7051311294D-11
    0.1000000000D-05    0.7051320108D-11
    0.1000000000D-05    0.7051328904D-11
    0.1000000000D-05    0.7051337682D-11
    0.1000000000D-05    0.7051346443D-11
    0.1000000000D-05    0.7051355186D-11
    0.1000000000D-05    0.7051363911D-11
    0.1000000000D-05    0.7051372618D-11
    0.1000000000D-05    0.7051381308D-11
    0.1000000000D-05    0.7051389980D-11
    0.1000000000D-05    0.7051398634D-11
    0.1000000000D-05    0.7051407271D-11
    0.1000000000D-05    0.7051415891D-11
    0.1000000000D-05    0.7051424493D-11
    0.1000000000D-05    0.7051433078D-11
    0.1000000000D-05    0.7051441645D-11
    0.1000000000D-05    0.7051450195D-11
    0.1000000000D-05    0.7051458728D-11
    0.1000000000D-05    0.7051467243D-11
    0.1000000000D-05    0.7051475741D-11
    0.1000000000D-05    0.7051484222D-11
    0.1000000000D-05    0.7051492686D-11
    0.1000000000D-05    0.7051501133D-11
    0.1000000000D-05    0.7051509563D-11
    0.1000000000D-05    0.7051517975D-11
    0.1000000000D-05    0.7051526371D-11
    0.1000000000D-05    0.7051534750D-11
    0.1000000000D-05    0.7051543112D-11
    0.1000000000D-05    0.7051551457D-11
    0.1000000000D-05    0.7051559786D-11
    0.1000000000D-05    0.7051568097D-11
    0.1000000000D-05    0.7051576392D-11
    0.1000000000D-05    0.7051584670D-11
    0.1000000000D-05    0.7051592932D-11
    0.1000000000D-05    0.7051601177D-11
    0.1000000000D-05    0.7051609406D-11
    0.1000000000D-05    0.7051617617D-11
    0.1000000000D-05    0.7051625814D-11
    0.1000000000D-05    0.7051633993D-11
    0.1000000000D-05    0.7051642156D-11
    0.1000000000D-05    0.7051650303D-11
    0.1000000000D-05    0.7051658433D-11
    0.1000000000D-05    0.7051666548D-11
    0.1000000000D-05    0.7051674646D-11
    0.1000000000D-05    0.7051682728D-11
    0.1000000000D-05    0.7051690795D-11
    0.1000000000D-05    0.7051698845D-11
    0.1000000000D-05    0.7051706879D-11
    0.1000000000D-05    0.7051714898D-11
    0.1000000000D-05    0.7051722901D-11
    0.1000000000D-05    0.7051730888D-11
    0.1000000000D-05    0.7051738859D-11
    0.1000000000D-05    0.7051746815D-11
    0.1000000000D-05    0.7051754755D-11
    0.1000000000D-05    0.7051762680D-11
    0.1000000000D-05    0.7051770589D-11
    0.1000000000D-05    0.7051778483D-11
    0.1000000000D-05    0.7051786362D-11
    0.1000000000D-05    0.7051794225D-11
    0.1000000000D-05    0.7051802073D-11
    0.1000000000D-05    0.7051809906D-11
    0.1000000000D-05    0.7051817724D-11
    0.1000000000D-05    0.7051825527D-11
    0.1000000000D-05    0.7051833315D-11
    0.1000000000D-05    0.7051841088D-11
    0.1000000000D-05    0.7051848846D-11
    0.1000000000D-05    0.7051856590D-11
    0.1000000000D-05    0.7051864318D-11
    0.1000000000D-05    0.7051872032D-11
    0.1000000000D-05    0.7051879732D-11
    0.1000000000D-05    0.7051887417D-11
    0.1000000000D-05    0.7051895088D-11
    0.1000000000D-05    0.7051902744D-11
    0.1000000000D-05    0.7051910386D-11
    0.1000000000D-05    0.7051918014D-11
    0.1000000000D-05    0.7051925627D-11
    0.1000000000D-05    0.7051933227D-11
    0.1000000000D-05    0.7051940812D-11
    0.1000000000D-05    0.7051948384D-11
    0.1000000000D-05    0.7051955942D-11
    0.1000000000D-05    0.7051963486D-11
    0.1000000000D-05    0.7051971016D-11
    0.1000000000D-05    0.7051978533D-11
    0.1000000000D-05    0.7051986036D-11
    0.1000000000D-05    0.7051993525D-11
    0.1000000000D-05    0.7052001001D-11
    0.1000000000D-05    0.7052008464D-11
    0.1000000000D-05    0.7052015914D-11
    0.1000000000D-05    0.7052023350D-11
    0.1000000000D-05    0.7052030774D-11
    0.1000000000D-05    0.7052038184D-11
    0.1000000000D-05    0.7052045581D-11
    0.1000000000D-05    0.7052052966D-11
    0.1000000000D-05    0.7052060338D-11
    0.1000000000D-05    0.7052067697D-11
    0.1000000000D-05    0.7052075044D-11
    0.1000000000D-05    0.7052082378D-11
    0.1000000000D-05    0.7052089700D-11
    0.1000000000D-05    0.7052097009D-11
    0.1000000000D-05    0.7052104306D-11
    0.1000000000D-05    0.7052111591D-11
    0.1000000000D-05    0.7052118864D-11
    0.1000000000D-05    0.7052126125D-11
    0.1000000000D-05    0.7052133374D-11
    0.1000000000D-05    0.7052140612D-11
    0.1000000000D-05    0.7052147838D-11
    0.1000000000D-05    0.7052155052D-11
    0.1000000000D-05    0.7052162254D-11
    0.1000000000D-05    0.7052169446D-11
    0.1000000000D-05    0.7052176626D-11
    0.1000000000D-05    0.7052183795D-11
    0.1000000000D-05    0.7052190952D-11
    0.1000000000D-05    0.7052198099D-11
    0.1000000000D-05    0.7052205235D-11
    0.1000000000D-05    0.7052212360D-11
    0.1000000000D-05    0.7052219475D-11
    0.1000000000D-05    0.7052226579D-11
    0.1000000000D-05    0.7052233672D-11
    0.1000000000D-05    0.7052240755D-11
    0.1000000000D-05    0.7052247828D-11
    0.1000000000D-05    0.7052254891D-11
    0.1000000000D-05    0.7052261944D-11
    0.1000000000D-05    0.7052268986D-11
    0.1000000000D-05    0.7052276020D-11
    0.1000000000D-05    0.7052283043D-11
    0.1000000000D-05    0.7052290057D-11
    0.1000000000D-05    0.7052297061D-11
    0.1000000000D-05    0.7052304057D-11
    0.1000000000D-05    0.7052311043D-11
    0.1000000000D-05    0.7052318019D-11
    0.1000000000D-05    0.7052324987D-11
    0.1000000000D-05    0.7052331947D-11
    0.1000000000D-05    0.7052338897D-11
    0.1000000000D-05    0.7052345839D-11
    0.1000000000D-05    0.7052352773D-11
    0.1000000000D-05    0.7052359698D-11
    0.1000000000D-05    0.7052366615D-11
    0.1000000000D-05    0.7052373524D-11
    0.1000000000D-05    0.7052380425D-11
    0.1000000000D-05    0.7052387318D-11
    0.1000000000D-05    0.7052394204D-11
    0.1000000000D-05    0.7052401083D-11
    0.1000000000D-05    0.7052407954D-11
    0.1000000000D-05    0.7052414818D-11
    0.1000000000D-05    0.7052421674D-11
    0.1000000000D-05    0.7052428524D-11
    0.1000000000D-05    0.7052435368D-11
    0.1000000000D-05    0.7052442204D-11
    0.1000000000D-05    0.7052449035D-11
    0.1000000000D-05    0.7052455859D-11
    0.1000000000D-05    0.7052462676D-11
    0.1000000000D-05    0.7052469488D-11
    0.1000000000D-05    0.7052476295D-11
    0.1000000000D-05    0.7052483095D-11
    0.1000000000D-05    0.7052489891D-11
    0.1000000000D-05    0.7052496680D-11
    0.1000000000D-05    0.7052503465D-11
    0.1000000000D-05    0.7052510245D-11
    0.1000000000D-05    0.7052517020D-11
    0.1000000000D-05    0.7052523791D-11
    0.1000000000D-05    0.7052530557D-11
    0.1000000000D-05    0.7052537320D-11
    0.1000000000D-05    0.7052544078D-11
    0.1000000000D-05    0.7052550832D-11
    0.1000000000D-05    0.7052557583D-11
    0.1000000000D-05    0.7052564330D-11
    0.1000000000D-05    0.7052571074D-11
    0.1000000000D-05    0.7052577816D-11
    0.1000000000D-05    0.7052584554D-11
    0.1000000000D-05    0.7052591290D-11
    0.1000000000D-05    0.7052598024D-11
    0.1000000000D-05    0.7052604755D-11
    0.1000000000D-05    0.7052611485D-11
    0.1000000000D-05    0.7052618212D-11
    0.1000000000D-05    0.7052624939D-11
    0.1000000000D-05    0.7052631664D-11
    0.1000000000D-05    0.7052638388D-11
    0.1000000000D-05    0.7052645112D-11
    0.1000000000D-05    0.7052651835D-11
    0.1000000000D-05    0.7052658558D-11
    0.1000000000D-05    0.7052665281D-11
    0.1000000000D-05    0.7052672004D-11
    0.1000000000D-05    0.7052678728D-11
    0.1000000000D-05    0.7052685453D-11
    0.1000000000D-05    0.7052692179D-11
    0.1000000000D-05    0.7052698907D-11
    0.1000000000D-05    0.7052705636D-11
    0.1000000000D-05    0.7052712367D-11
    0.1000000000D-05    0.7052719100D-11
    0.1000000000D-05    0.7052725837D-11
    0.1000000000D-05    0.7052732576D-11
    0.1000000000D-05    0.7052739318D-11
    0.1000000000D-05    0.7052746065D-11
    0.1000000000D-05    0.7052752815D-11
    0.1000000000D-05    0.7052759569D-11
    0.1000000000D-05    0.7052766328D-11
    0.1000000000D-05    0.7052773093D-11
    0.1000000000D-05    0.7052779863D-11
    0.1000000000D-05    0.7052786638D-11
    0.1000000000D-05    0.7052793420D-11
    0.1000000000D-05    0.7052800209D-11
    0.1000000000D-05    0.7052807004D-11
    0.1000000000D-05    0.7052813807D-11
    0.1000000000D-05    0.7052820618D-11
    0.1000000000D-05    0.7052827437D-11
    0.1000000000D-05    0.7052834266D-11
    0.1000000000D-05    0.7052841104D-11
    0.1000000000D-05    0.7052847952D-11
    0.1000000000D-05    0.7052854810D-11
    0.1000000000D-05    0.7052861679D-11
    0.1000000000D-05    0.7052868559D-11
    0.1000000000D-05    0.7052875451D-11
    0.1000000000D-05    0.7052882357D-11
    0.1000000000D-05    0.7052889275D-11
    0.1000000000D-05    0.7052896207D-11
    0.1000000000D-05    0.7052903153D-11
    0.1000000000D-05    0.7052910115D-11
    0.1000000000D-05    0.7052917093D-11
    0.1000000000D-05    0.7052924087D-11
    0.1000000000D-05    0.7052931098D-11
    0.1000000000D-05    0.7052938127D-11
    0.1000000000D-05    0.7052945176D-11
    0.1000000000D-05    0.7052952244D-11
    0.1000000000D-05    0.7052959332D-11
    0.1000000000D-05    0.7052966442D-11
    0.1000000000D-05    0.7052973574D-11
    0.1000000000D-05    0.7052980730D-11
    0.1000000000D-05    0.7052987910D-11
    0.1000000000D-05    0.7052995115D-11
    0.1000000000D-05    0.7053002347D-11
    0.1000000000D-05    0.7053009607D-11
    0.1000000000D-05    0.7053016895D-11
    0.1000000000D-05    0.7053024213D-11
    0.1000000000D-05    0.7053031563D-11
    0.1000000000D-05    0.7053038946D-11
    0.1000000000D-05    0.7053046363D-11
    0.1000000000D-05    0.7053053816D-11
    0.1000000000D-05    0.7053061307D-11
    0.1000000000D-05    0.7053068836D-11
    0.1000000000D-05    0.7053076407D-11
    0.1000000000D-05    0.7053084020D-11
    0.1000000000D-05    0.7053091678D-11
    0.1000000000D-05    0.7053099383D-11
    0.1000000000D-05    0.7053107137D-11
    0.1000000000D-05    0.7053114943D-11
    0.1000000000D-05    0.7053122802D-11
