    0.1000000000D-14   -0.1277242505D-02   -0.1277242157D-02   -0.2491421698D-04
    0.5035075377D-12   -0.2866240812D-01   -0.2865848376D-01   -0.1254317091D-01
    0.1006015075D-11   -0.4051801420D-01   -0.4050692864D-01   -0.2505876821D-01
    0.1508522613D-11   -0.4962013704D-01   -0.4959977744D-01   -0.3757168849D-01
    0.2011030151D-11   -0.5729640792D-01   -0.5726506355D-01   -0.5008191414D-01
    0.2513537688D-11   -0.6406145259D-01   -0.6401764494D-01   -0.6258942768D-01
    0.3016045226D-11   -0.7017927895D-01   -0.7012168611D-01   -0.7509421164D-01
    0.3518552764D-11   -0.7580674094D-01   -0.7573415585D-01   -0.8759624865D-01
    0.4021060302D-11   -0.8104604370D-01   -0.8095734821D-01   -0.1000955214D+00
    0.4523567839D-11   -0.8596818037D-01   -0.8586232779D-01   -0.1125920126D+00
    0.5026075377D-11   -0.9062484009D-01   -0.9050084281D-01   -0.1250857052D+00
    0.5528582915D-11   -0.9505504291D-01   -0.9491196320D-01   -0.1375765819D+00
    0.6031090452D-11   -0.9928910223D-01   -0.9912604524D-01   -0.1500646258D+00
    0.6533597990D-11   -0.1033511235D+00   -0.1031672317D+00   -0.1625498198D+00
    0.7036105528D-11   -0.1072606502D+00   -0.1070550989D+00   -0.1750321471D+00
    0.7538613065D-11   -0.1110337878D+00   -0.1108057817D+00   -0.1875115908D+00
    0.8041120603D-11   -0.1146839954D+00   -0.1144327653D+00   -0.1999881340D+00
    0.8543628141D-11   -0.1182226565D+00   -0.1179474572D+00   -0.2124617601D+00
    0.9046135678D-11   -0.1216595018D+00   -0.1213596094D+00   -0.2249324525D+00
    0.9548643216D-11   -0.1250029263D+00   -0.1246776368D+00   -0.2374001944D+00
    0.1005115075D-10   -0.1282602327D+00   -0.1279088603D+00   -0.2498649695D+00
    0.1055365829D-10   -0.1314378206D+00   -0.1310596963D+00   -0.2623267611D+00
    0.1105616583D-10   -0.1345413357D+00   -0.1341358058D+00   -0.2747855530D+00
    0.1155867337D-10   -0.1375757878D+00   -0.1371422133D+00   -0.2872413287D+00
    0.1206118090D-10   -0.1405456476D+00   -0.1400834028D+00   -0.2996940720D+00
    0.1256368844D-10   -0.1434549239D+00   -0.1429633960D+00   -0.3121437667D+00
    0.1306619598D-10   -0.1463072282D+00   -0.1457858159D+00   -0.3245903966D+00
    0.1356870352D-10   -0.1491058272D+00   -0.1485539407D+00   -0.3370339457D+00
    0.1407121106D-10   -0.1518536878D+00   -0.1512707475D+00   -0.3494743978D+00
    0.1457371859D-10   -0.1545535135D+00   -0.1539389501D+00   -0.3619117371D+00
    0.1507622613D-10   -0.1572077768D+00   -0.1565610302D+00   -0.3743459477D+00
    0.1557873367D-10   -0.1598187452D+00   -0.1591392644D+00   -0.3867770136D+00
    0.1608124121D-10   -0.1623885048D+00   -0.1616757470D+00   -0.3992049191D+00
    0.1658374874D-10   -0.1649189795D+00   -0.1641724103D+00   -0.4116296486D+00
    0.1708625628D-10   -0.1674119483D+00   -0.1666310410D+00   -0.4240511863D+00
    0.1758876382D-10   -0.1698690602D+00   -0.1690532954D+00   -0.4364695166D+00
    0.1809127136D-10   -0.1722918472D+00   -0.1714407124D+00   -0.4488846240D+00
    0.1859377889D-10   -0.1746817352D+00   -0.1737947250D+00   -0.4612964931D+00
    0.1909628643D-10   -0.1770400543D+00   -0.1761166695D+00   -0.4737051084D+00
    0.1959879397D-10   -0.1793680477D+00   -0.1784077954D+00   -0.4861104546D+00
    0.2010130151D-10   -0.1816668790D+00   -0.1806692723D+00   -0.4985125164D+00
    0.2060380905D-10   -0.1839376395D+00   -0.1829021973D+00   -0.5109112785D+00
    0.2110631658D-10   -0.1861813543D+00   -0.1851076009D+00   -0.5233067258D+00
    0.2160882412D-10   -0.1883989877D+00   -0.1872864527D+00   -0.5356988431D+00
    0.2211133166D-10   -0.1905914480D+00   -0.1894396664D+00   -0.5480876155D+00
    0.2261383920D-10   -0.1927595923D+00   -0.1915681038D+00   -0.5604730278D+00
    0.2311634673D-10   -0.1949042302D+00   -0.1936725793D+00   -0.5728550652D+00
    0.2361885427D-10   -0.1970261272D+00   -0.1957538632D+00   -0.5852337129D+00
    0.2412136181D-10   -0.1991260085D+00   -0.1978126852D+00   -0.5976089559D+00
    0.2462386935D-10   -0.2012045616D+00   -0.1998497369D+00   -0.6099807795D+00
    0.2512637688D-10   -0.2032624388D+00   -0.2018656751D+00   -0.6223491690D+00
    0.2562888442D-10   -0.2053002602D+00   -0.2038611238D+00   -0.6347141099D+00
    0.2613139196D-10   -0.2073186154D+00   -0.2058366765D+00   -0.6470755874D+00
    0.2663389950D-10   -0.2093180656D+00   -0.2077928985D+00   -0.6594335870D+00
    0.2713640704D-10   -0.2112991458D+00   -0.2097303284D+00   -0.6717880944D+00
    0.2763891457D-10   -0.2132623663D+00   -0.2116494800D+00   -0.6841390950D+00
    0.2814142211D-10   -0.2152082141D+00   -0.2135508439D+00   -0.6964865746D+00
    0.2864392965D-10   -0.2171371545D+00   -0.2154348890D+00   -0.7088305187D+00
    0.2914643719D-10   -0.2190496325D+00   -0.2173020635D+00   -0.7211709133D+00
    0.2964894472D-10   -0.2209460740D+00   -0.2191527965D+00   -0.7335077441D+00
    0.3015145226D-10   -0.2228268868D+00   -0.2209874991D+00   -0.7458409969D+00
    0.3065395980D-10   -0.2246924617D+00   -0.2228065651D+00   -0.7581706577D+00
    0.3115646734D-10   -0.2265431737D+00   -0.2246103725D+00   -0.7704967125D+00
    0.3165897487D-10   -0.2283793824D+00   -0.2263992839D+00   -0.7828191474D+00
    0.3216148241D-10   -0.2302014333D+00   -0.2281736477D+00   -0.7951379483D+00
    0.3266398995D-10   -0.2320096585D+00   -0.2299337988D+00   -0.8074531015D+00
    0.3316649749D-10   -0.2338043772D+00   -0.2316800590D+00   -0.8197645932D+00
    0.3366900503D-10   -0.2355858966D+00   -0.2334127383D+00   -0.8320724096D+00
    0.3417151256D-10   -0.2373545124D+00   -0.2351321350D+00   -0.8443765371D+00
    0.3467402010D-10   -0.2391105094D+00   -0.2368385365D+00   -0.8566769620D+00
    0.3517652764D-10   -0.2408541621D+00   -0.2385322197D+00   -0.8689736708D+00
    0.3567903518D-10   -0.2425857354D+00   -0.2402134520D+00   -0.8812666499D+00
    0.3618154271D-10   -0.2443054846D+00   -0.2418824911D+00   -0.8935558859D+00
    0.3668405025D-10   -0.2460136563D+00   -0.2435395858D+00   -0.9058413653D+00
    0.3718655779D-10   -0.2477104885D+00   -0.2451849766D+00   -0.9181230749D+00
    0.3768906533D-10   -0.2493962113D+00   -0.2468188958D+00   -0.9304010012D+00
    0.3819157286D-10   -0.2510710471D+00   -0.2484415680D+00   -0.9426751311D+00
    0.3869408040D-10   -0.2527352109D+00   -0.2500532104D+00   -0.9549454514D+00
    0.3919658794D-10   -0.2543889110D+00   -0.2516540331D+00   -0.9672119489D+00
    0.3969909548D-10   -0.2560323485D+00   -0.2532442398D+00   -0.9794746106D+00
    0.4020160302D-10   -0.2576657187D+00   -0.2548240274D+00   -0.9917334233D+00
    0.4070411055D-10   -0.2592892103D+00   -0.2563935870D+00   -0.1003988374D+01
    0.4120661809D-10   -0.2609030066D+00   -0.2579531035D+00   -0.1016239450D+01
    0.4170912563D-10   -0.2625072850D+00   -0.2595027564D+00   -0.1028486639D+01
    0.4221163317D-10   -0.2641022177D+00   -0.2610427198D+00   -0.1040729927D+01
    0.4271414070D-10   -0.2656879718D+00   -0.2625731625D+00   -0.1052969301D+01
    0.4321664824D-10   -0.2672647093D+00   -0.2640942486D+00   -0.1065204750D+01
    0.4371915578D-10   -0.2688325876D+00   -0.2656061371D+00   -0.1077436260D+01
    0.4422166332D-10   -0.2703917596D+00   -0.2671089827D+00   -0.1089663818D+01
    0.4472417085D-10   -0.2719423739D+00   -0.2686029358D+00   -0.1101887413D+01
    0.4522667839D-10   -0.2734845747D+00   -0.2700881422D+00   -0.1114107032D+01
    0.4572918593D-10   -0.2750185024D+00   -0.2715647441D+00   -0.1126322661D+01
    0.4623169347D-10   -0.2765442935D+00   -0.2730328795D+00   -0.1138534290D+01
    0.4673420101D-10   -0.2780620807D+00   -0.2744926829D+00   -0.1150741905D+01
    0.4723670854D-10   -0.2795719931D+00   -0.2759442849D+00   -0.1162945494D+01
    0.4773921608D-10   -0.2810741566D+00   -0.2773878130D+00   -0.1175145044D+01
    0.4824172362D-10   -0.2825686936D+00   -0.2788233911D+00   -0.1187340545D+01
    0.4874423116D-10   -0.2840557232D+00   -0.2802511398D+00   -0.1199531983D+01
    0.4924673869D-10   -0.2855353616D+00   -0.2816711770D+00   -0.1211719346D+01
    0.4974924623D-10   -0.2870077220D+00   -0.2830836172D+00   -0.1223902623D+01
    0.5025175377D-10   -0.2884729148D+00   -0.2844885722D+00   -0.1236081801D+01
    0.5075426131D-10   -0.2899310474D+00   -0.2858861510D+00   -0.1248256868D+01
    0.5125676884D-10   -0.2913822247D+00   -0.2872764599D+00   -0.1260427813D+01
    0.5175927638D-10   -0.2928265491D+00   -0.2886596026D+00   -0.1272594623D+01
    0.5226178392D-10   -0.2942641204D+00   -0.2900356803D+00   -0.1284757287D+01
    0.5276429146D-10   -0.2956950359D+00   -0.2914047917D+00   -0.1296915793D+01
    0.5326679899D-10   -0.2971193909D+00   -0.2927670333D+00   -0.1309070130D+01
    0.5376930653D-10   -0.2985372780D+00   -0.2941224993D+00   -0.1321220285D+01
    0.5427181407D-10   -0.2999487880D+00   -0.2954712815D+00   -0.1333366247D+01
    0.5477432161D-10   -0.3013540094D+00   -0.2968134699D+00   -0.1345508005D+01
    0.5527682915D-10   -0.3027530287D+00   -0.2981491522D+00   -0.1357645547D+01
    0.5577933668D-10   -0.3041459306D+00   -0.2994784143D+00   -0.1369778861D+01
    0.5628184422D-10   -0.3055327976D+00   -0.3008013399D+00   -0.1381907936D+01
    0.5678435176D-10   -0.3069137105D+00   -0.3021180111D+00   -0.1394032761D+01
    0.5728685930D-10   -0.3082887483D+00   -0.3034285082D+00   -0.1406153324D+01
    0.5778936683D-10   -0.3096579884D+00   -0.3047329095D+00   -0.1418269614D+01
    0.5829187437D-10   -0.3110215062D+00   -0.3060312917D+00   -0.1430381621D+01
    0.5879438191D-10   -0.3123793757D+00   -0.3073237301D+00   -0.1442489331D+01
    0.5929688945D-10   -0.3137316692D+00   -0.3086102980D+00   -0.1454592736D+01
    0.5979939698D-10   -0.3150784577D+00   -0.3098910675D+00   -0.1466691823D+01
    0.6030190452D-10   -0.3164198103D+00   -0.3111661090D+00   -0.1478786581D+01
    0.6080441206D-10   -0.3177557950D+00   -0.3124354914D+00   -0.1490877000D+01
    0.6130691960D-10   -0.3190864782D+00   -0.3136992823D+00   -0.1502963068D+01
    0.6180942714D-10   -0.3204119251D+00   -0.3149575479D+00   -0.1515044775D+01
    0.6231193467D-10   -0.3217321995D+00   -0.3162103529D+00   -0.1527122109D+01
    0.6281444221D-10   -0.3230473637D+00   -0.3174577611D+00   -0.1539195061D+01
    0.6331694975D-10   -0.3243574790D+00   -0.3186998345D+00   -0.1551263618D+01
    0.6381945729D-10   -0.3256626055D+00   -0.3199366343D+00   -0.1563327771D+01
    0.6432196482D-10   -0.3269628020D+00   -0.3211682203D+00   -0.1575387509D+01
    0.6482447236D-10   -0.3282581261D+00   -0.3223946512D+00   -0.1587442821D+01
    0.6532697990D-10   -0.3295486344D+00   -0.3236159844D+00   -0.1599493696D+01
    0.6582948744D-10   -0.3308343823D+00   -0.3248322765D+00   -0.1611540124D+01
    0.6633199497D-10   -0.3321154243D+00   -0.3260435828D+00   -0.1623582095D+01
    0.6683450251D-10   -0.3333918137D+00   -0.3272499576D+00   -0.1635619598D+01
    0.6733701005D-10   -0.3346636028D+00   -0.3284514543D+00   -0.1647652623D+01
    0.6783951759D-10   -0.3359308430D+00   -0.3296481250D+00   -0.1659681158D+01
    0.6834202513D-10   -0.3371935848D+00   -0.3308400213D+00   -0.1671705195D+01
    0.6884453266D-10   -0.3384518776D+00   -0.3320271935D+00   -0.1683724723D+01
    0.6934704020D-10   -0.3397057700D+00   -0.3332096910D+00   -0.1695739731D+01
    0.6984954774D-10   -0.3409553097D+00   -0.3343875625D+00   -0.1707750210D+01
    0.7035205528D-10   -0.3422005435D+00   -0.3355608557D+00   -0.1719756148D+01
    0.7085456281D-10   -0.3434415175D+00   -0.3367296175D+00   -0.1731757537D+01
    0.7135707035D-10   -0.3446782768D+00   -0.3378938939D+00   -0.1743754366D+01
    0.7185957789D-10   -0.3459108657D+00   -0.3390537302D+00   -0.1755746624D+01
    0.7236208543D-10   -0.3471393280D+00   -0.3402091708D+00   -0.1767734303D+01
    0.7286459296D-10   -0.3483637063D+00   -0.3413602595D+00   -0.1779717392D+01
    0.7336710050D-10   -0.3495840429D+00   -0.3425070390D+00   -0.1791695881D+01
    0.7386960804D-10   -0.3508003790D+00   -0.3436495517D+00   -0.1803669761D+01
    0.7437211558D-10   -0.3520127554D+00   -0.3447878391D+00   -0.1815639022D+01
    0.7487462312D-10   -0.3532212119D+00   -0.3459219418D+00   -0.1827603653D+01
    0.7537713065D-10   -0.3544257880D+00   -0.3470519001D+00   -0.1839563645D+01
    0.7587963819D-10   -0.3556265223D+00   -0.3481777534D+00   -0.1851518989D+01
    0.7638214573D-10   -0.3568234527D+00   -0.3492995404D+00   -0.1863469675D+01
    0.7688465327D-10   -0.3580166166D+00   -0.3504172994D+00   -0.1875415694D+01
    0.7738716080D-10   -0.3592060508D+00   -0.3515310678D+00   -0.1887357035D+01
    0.7788966834D-10   -0.3603917915D+00   -0.3526408826D+00   -0.1899293689D+01
    0.7839217588D-10   -0.3615738741D+00   -0.3537467802D+00   -0.1911225648D+01
    0.7889468342D-10   -0.3627523338D+00   -0.3548487962D+00   -0.1923152900D+01
    0.7939719095D-10   -0.3639272049D+00   -0.3559469659D+00   -0.1935075438D+01
    0.7989969849D-10   -0.3650985214D+00   -0.3570413239D+00   -0.1946993252D+01
    0.8040220603D-10   -0.3662663165D+00   -0.3581319043D+00   -0.1958906332D+01
    0.8090471357D-10   -0.3674306232D+00   -0.3592187407D+00   -0.1970814669D+01
    0.8140722111D-10   -0.3685914737D+00   -0.3603018661D+00   -0.1982718254D+01
    0.8190972864D-10   -0.3697488999D+00   -0.3613813130D+00   -0.1994617078D+01
    0.8241223618D-10   -0.3709029330D+00   -0.3624571136D+00   -0.2006511132D+01
    0.8291474372D-10   -0.3720536040D+00   -0.3635292993D+00   -0.2018400407D+01
    0.8341725126D-10   -0.3732009432D+00   -0.3645979012D+00   -0.2030284893D+01
    0.8391975879D-10   -0.3743449805D+00   -0.3656629500D+00   -0.2042164582D+01
    0.8442226633D-10   -0.3754857455D+00   -0.3667244757D+00   -0.2054039464D+01
    0.8492477387D-10   -0.3766232670D+00   -0.3677825082D+00   -0.2065909531D+01
    0.8542728141D-10   -0.3777575738D+00   -0.3688370767D+00   -0.2077774774D+01
    0.8592978894D-10   -0.3788886939D+00   -0.3698882099D+00   -0.2089635184D+01
    0.8643229648D-10   -0.3800166552D+00   -0.3709359365D+00   -0.2101490752D+01
    0.8693480402D-10   -0.3811414850D+00   -0.3719802843D+00   -0.2113341470D+01
    0.8743731156D-10   -0.3822632103D+00   -0.3730212810D+00   -0.2125187328D+01
    0.8793981910D-10   -0.3833818576D+00   -0.3740589539D+00   -0.2137028318D+01
    0.8844232663D-10   -0.3844974531D+00   -0.3750933296D+00   -0.2148864432D+01
    0.8894483417D-10   -0.3856100225D+00   -0.3761244348D+00   -0.2160695660D+01
    0.8944734171D-10   -0.3867195915D+00   -0.3771522954D+00   -0.2172521995D+01
    0.8994984925D-10   -0.3878261850D+00   -0.3781769372D+00   -0.2184343427D+01
    0.9045235678D-10   -0.3889298277D+00   -0.3791983856D+00   -0.2196159949D+01
    0.9095486432D-10   -0.3900305441D+00   -0.3802166655D+00   -0.2207971551D+01
    0.9145737186D-10   -0.3911283583D+00   -0.3812318017D+00   -0.2219778225D+01
    0.9195987940D-10   -0.3922232938D+00   -0.3822438184D+00   -0.2231579964D+01
    0.9246238693D-10   -0.3933153742D+00   -0.3832527396D+00   -0.2243376758D+01
    0.9296489447D-10   -0.3944046224D+00   -0.3842585891D+00   -0.2255168599D+01
    0.9346740201D-10   -0.3954910613D+00   -0.3852613902D+00   -0.2266955480D+01
    0.9396990955D-10   -0.3965747132D+00   -0.3862611660D+00   -0.2278737391D+01
    0.9447241709D-10   -0.3976556004D+00   -0.3872579391D+00   -0.2290514325D+01
    0.9497492462D-10   -0.3987337447D+00   -0.3882517320D+00   -0.2302286273D+01
    0.9547743216D-10   -0.3998091676D+00   -0.3892425669D+00   -0.2314053228D+01
