
        1.0000000000       -5.9935540773      -66.7855954097      -65.4559378267
        7.0251256281       -6.3836174266      -68.7979028069      -59.5565517521
       13.0502512563       -7.2992593228      -67.9540807442      -51.2340217736
       19.0753768844       -8.6034542958      -64.7312104150      -41.2720744765
       25.1005025126      -10.1214657819      -59.8192832337      -30.5663278709
       31.1256281407      -11.6809088307      -53.9403774138      -19.9286790710
       37.1507537688      -13.1408535920      -47.7147868738       -9.9634998351
       43.1758793970      -14.4048842856      -41.5983787017       -1.0327460253
       49.2010050251      -15.4206389271      -35.8793183488        6.7133477908
       55.2261306533      -16.1715833794      -30.7079224462       13.2762010138
       61.2512562814      -16.6662896926      -26.1365304094       18.7477644756
       67.2763819095      -16.9284958115      -22.1558234484       23.2625098292
       73.3015075377      -16.9893495068      -18.7224307612       26.9656488081
       79.3266331658      -16.8820464577      -15.7775774068       29.9950609599
       85.3517587940      -16.6385098058      -13.2585411744       32.4727996329
       91.3768844221      -16.2875918895      -11.1050439150       34.5024512523
       97.4020100503      -15.8543073501       -9.2623753014       36.1696520469
      103.4271356784      -15.3597074313       -7.6825548313       37.5440521285
      109.4522613065      -14.8211154308       -6.3243998476       38.6817485580
      115.4773869347      -14.2525373360       -5.1530398725       39.6276834193
      121.5025125628      -13.6651323180       -4.1391962483       40.4177828949
      127.5276381910      -13.0676771447       -3.2584046119       41.0807654818
      133.5527638191      -12.4669905987       -2.4902715758       41.6396229473
      139.5778894472      -11.8683039468       -1.8178080495       42.1128101087
      145.6030150754      -11.2755742158       -1.2268507657       42.5151895854
      151.6281407035      -10.6917444314       -0.7055742220       42.8587769722
      157.6532663317      -10.1189558657       -0.2440823852       43.1533265708
      163.6783919598       -9.5587197711        0.1659283499       43.4067913442
      169.7035175879       -9.0120551414        0.5314465212       43.6256843093
      175.7286432161       -8.4795985538        0.8583728885       43.8153629800
      181.7537688442       -7.9616913829        1.1517065275       43.9802538321
      187.7788944724       -7.4584488175        1.4156971477       44.1240300087
      193.8040201005       -6.9698143268        1.6539699563       44.2497524850
      199.8291457286       -6.4956025014        1.8696281063       44.3599826713
      205.8542713568       -6.0355326838        2.0653369349       44.4568725485
      211.8793969849       -5.5892553203        2.2433934794       44.5422371629
      217.9045226131       -5.1563725241        2.4057838503       44.6176131246
      223.9296482412       -4.7364540725        2.5542308776       44.6843060443
      229.9547738693       -4.3290498015        2.6902336826       44.7434291305
      235.9798994975       -3.9336991403        2.8151007111       44.7959347359
      242.0050251256       -3.5499384395        2.9299773624       44.8426402353
      248.0301507538       -3.1773064995        3.0358691715       44.8842493365
      254.0552763819       -2.8153487146        3.1336613625       44.9213696999
      260.0804020101       -2.4636201263        3.2241353018       44.9545275498
      266.1055276382       -2.1216876264        3.3079825076       44.9841798488
      272.1306532663       -1.7891314860        3.3858164987       45.0107244638
      278.1557788945       -1.4655463563        3.4581829198       45.0345086896
      284.1809045226       -1.1505418661        3.5255681874       45.0558364196
      290.2060301508       -0.8437429115        3.5884069091       45.0749741941
      296.2311557789       -0.5447897064        3.6470882302       45.0921563192
      302.2562814070       -0.2533376467        3.7019614013       45.1075892128
      308.2814070352        0.0309429553        3.7533403111       45.1214551023
      314.3065326633        0.3083672561        3.8015079328       45.1339151833
      320.3316582915        0.5792363015        3.8467195823       45.1451123209
      326.3567839196        0.8438375217        3.8892061896       45.1551733698
      332.3819095477        1.1024452531        3.9291769660       45.1642111688
      338.4070351759        1.3553212775        3.9668217667       45.1723262624
      344.4321608040        1.6027153674        4.0023131872       45.1796083880
      350.4572864322        1.8448658284        4.0358083743       45.1861377648
